gender,sexual_orientation,location_type,income_bracket,education_level,app_usage_time_min,app_usage_time_label,swipe_right_ratio,swipe_right_label,likes_received,mutual_matches,profile_pics_count,bio_length,message_sent_count,emoji_usage_rate,last_active_hour,swipe_time_of_day,is_match,num_interests
1,5,0,6,1,287,2,0.54,2,121,4,5,241,36,0.24,16,0,0,3
0,5,0,0,6,286,2,0.81,3,94,19,4,70,21,0.43,18,0,0,3
2,1,5,5,3,15,4,0.36,0,48,23,3,454,21,0.38,11,2,0,3
5,2,4,0,6,287,2,0.84,3,91,29,2,119,20,0.1,0,5,0,3
5,4,0,2,1,13,6,0.28,0,126,27,4,369,4,0.62,12,3,0,3
4,5,3,0,5,184,2,0.59,2,121,6,1,40,58,0.27,3,4,1,3
2,2,0,1,2,160,0,0.57,2,68,5,3,157,83,0.45,20,3,0,3
3,5,0,0,1,198,2,0.8,3,136,9,3,12,78,0.56,14,3,0,3
5,0,4,2,3,137,0,0.28,0,122,4,5,408,76,0.46,19,5,0,3
3,5,3,6,4,158,0,0.62,2,122,18,5,308,43,0.28,11,2,1,3
3,5,1,1,6,16,4,0.53,2,84,25,2,329,99,0.44,18,0,0,3
5,6,2,0,7,117,3,0.27,0,154,21,5,262,79,0.08,7,5,1,3
3,2,4,5,7,251,2,0.35,0,16,7,0,206,43,0.26,11,0,0,3
1,1,2,6,5,251,2,0.53,2,45,21,6,459,89,0.34,11,4,1,3
3,2,3,3,2,293,2,0.16,1,172,6,4,318,28,0.15,16,2,0,3
0,3,4,1,8,282,2,0.35,0,105,15,6,280,1,0.1,5,4,1,3
3,4,1,2,0,298,2,0.17,1,2,0,0,264,42,0.46,14,0,1,3
2,1,2,0,1,18,4,0.43,2,197,18,0,46,70,0.24,21,0,0,3
4,5,3,3,8,212,2,0.48,2,44,7,2,21,82,0.09,22,0,1,3
2,0,1,2,0,49,5,0.41,2,89,26,5,329,98,0.57,5,5,0,3
2,0,0,0,3,86,3,0.45,2,128,24,1,58,79,0.41,11,3,0,3
3,4,2,1,5,222,2,0.38,0,192,29,2,283,22,0.27,11,5,1,3
4,2,5,5,6,95,3,0.7,3,131,0,6,392,21,0.51,4,3,1,3
3,2,5,0,4,142,0,0.38,0,149,2,0,294,100,0.54,3,4,0,3
2,4,5,4,7,254,2,0.46,2,77,13,0,30,30,0.2,12,1,1,3
2,2,5,5,1,65,3,0.4,2,85,26,0,441,90,0.56,7,3,0,3
1,6,0,2,7,97,3,0.43,2,198,10,4,344,7,0.02,13,2,1,3
3,3,1,5,2,246,2,0.7,3,1,1,3,129,83,0.18,18,4,0,3
5,4,3,0,3,169,0,0.36,0,171,9,4,462,66,0.16,6,3,1,3
0,1,3,3,4,178,0,0.49,2,138,18,6,124,12,0.03,13,5,1,3
5,5,2,0,3,145,0,0.36,0,14,3,1,37,68,0.47,22,4,0,3
4,4,4,2,8,283,2,0.63,2,125,21,3,114,49,0.4,5,0,1,3
3,5,2,3,6,209,2,0.87,3,200,8,0,106,73,0.52,23,5,1,3
3,2,3,0,7,44,5,0.87,3,45,17,2,344,33,0.27,7,3,0,3
0,2,4,3,6,197,2,0.62,2,101,22,1,407,83,0.41,0,3,0,3
3,1,3,2,3,129,0,0.53,2,131,6,4,102,73,0.27,3,5,1,3
1,0,5,6,3,80,3,0.67,2,58,0,6,281,9,0.19,13,0,0,3
4,2,0,4,8,101,3,0.58,2,116,6,6,183,86,0.36,2,5,0,3
1,3,0,1,6,12,6,0.4,2,99,14,3,25,38,0.35,12,5,1,3
0,2,0,6,5,145,0,0.83,3,5,4,2,306,47,0.39,1,2,0,3
2,4,5,4,0,218,2,0.36,0,54,30,4,176,90,0.32,2,2,1,3
3,5,2,0,8,27,4,0.62,2,75,24,2,400,28,0.1,10,3,1,3
1,6,1,4,5,265,2,0.51,2,196,29,1,311,12,0.08,2,4,0,3
4,3,4,5,2,173,0,0.45,2,123,6,3,236,15,0.04,14,0,0,3
0,3,3,5,4,57,5,0.77,3,69,21,4,422,11,0.43,15,0,0,3
5,3,5,4,7,232,2,0.65,2,124,2,3,172,45,0.75,18,0,0,3
4,5,0,1,7,98,3,0.72,3,163,26,0,362,51,0.31,1,0,1,3
5,4,2,5,2,50,5,0.53,2,146,5,4,240,22,0.32,22,5,1,3
3,1,1,5,1,38,5,0.69,2,157,9,0,14,40,0.26,4,5,1,3
3,6,1,2,6,6,6,0.75,3,199,1,6,132,54,0.64,21,5,1,3
2,1,1,0,5,1,1,0.81,3,94,24,4,8,99,0.26,10,5,0,3
3,4,1,5,0,67,3,0.29,0,134,24,0,116,13,0.27,4,0,0,3
5,7,1,5,5,111,3,0.81,3,37,7,0,468,8,0.54,4,5,1,3
2,7,0,3,3,59,5,0.49,2,74,11,4,291,78,0.18,10,0,0,3
0,5,3,6,0,9,6,0.31,0,154,15,1,173,76,0.25,11,4,1,3
1,4,2,2,3,103,3,0.74,3,192,30,1,311,36,0.21,15,3,0,3
5,7,0,6,2,28,4,0.42,2,185,22,6,301,31,0.19,21,5,0,3
5,1,5,3,6,0,1,0.47,2,86,2,0,453,9,0.07,4,5,1,3
3,6,0,3,2,188,2,1.0,3,183,5,1,30,83,0.46,9,0,0,3
5,1,5,6,2,298,2,0.75,3,29,6,3,488,51,0.27,2,2,0,3
1,5,2,0,8,264,2,0.67,2,82,16,3,5,41,0.17,1,4,1,3
3,6,1,1,5,151,0,0.52,2,187,10,6,63,43,0.27,23,4,0,3
4,0,1,1,7,112,3,0.46,2,194,0,3,439,87,0.43,18,2,0,3
5,0,3,1,2,42,5,0.08,1,33,3,2,478,1,0.2,22,0,0,3
5,7,5,1,1,76,3,0.51,2,115,13,3,402,9,0.07,20,2,0,3
1,3,3,0,7,38,5,0.5,2,24,9,4,150,51,0.37,21,1,1,3
3,3,5,0,5,271,2,0.51,2,68,0,6,341,71,0.12,0,0,1,3
1,2,1,6,2,168,0,0.32,0,34,3,2,395,6,0.46,16,2,1,3
0,4,5,0,3,246,2,0.49,2,195,22,2,273,54,0.5,20,0,0,3
0,4,2,4,8,293,2,0.55,2,68,12,1,103,52,0.13,15,2,0,3
2,6,0,5,7,281,2,0.68,2,164,7,3,351,82,0.12,5,5,1,3
2,3,3,2,4,149,0,0.42,2,115,8,1,470,47,0.19,22,0,1,3
1,2,2,4,1,201,2,0.56,2,102,16,0,76,14,0.4,15,0,0,3
5,6,4,2,2,176,0,0.75,3,120,11,4,427,29,0.2,7,5,0,3
1,6,2,0,6,80,3,0.21,0,58,22,2,5,86,0.37,10,3,0,3
4,3,1,5,1,124,0,0.12,1,12,9,1,229,92,0.24,1,2,1,3
3,0,4,1,1,258,2,0.68,2,148,19,5,54,5,0.09,6,3,0,3
1,7,4,1,7,228,2,0.71,3,184,15,5,178,85,0.05,2,5,1,3
4,2,2,2,4,173,0,0.31,0,40,10,5,4,61,0.31,0,3,0,3
4,0,4,6,3,161,0,0.44,2,25,12,6,326,2,0.34,13,0,0,3
4,4,3,6,7,159,0,0.43,2,65,5,4,480,28,0.03,16,1,1,3
4,7,2,1,5,220,2,0.32,0,68,3,1,156,74,0.23,20,3,0,3
5,5,2,0,4,48,5,0.44,2,98,4,4,469,56,0.52,21,2,0,3
2,5,1,4,0,82,3,0.64,2,141,7,6,99,6,0.13,23,5,1,3
3,4,5,0,0,54,5,0.61,2,94,23,0,406,68,0.48,7,4,1,3
0,5,5,6,4,190,2,0.37,0,183,27,2,444,26,0.35,9,5,0,3
0,3,0,3,5,135,0,0.29,0,173,19,5,497,63,0.18,15,2,1,3
4,7,4,5,7,163,0,0.71,3,63,19,1,197,20,0.45,13,3,0,3
2,4,1,6,1,141,0,0.48,2,86,20,0,370,35,0.3,22,4,0,3
4,4,2,4,2,23,4,0.16,1,105,16,0,305,48,0.48,15,3,1,3
1,7,2,4,7,146,0,0.59,2,75,27,6,286,17,0.22,23,1,0,3
5,0,5,2,5,275,2,0.47,2,53,24,5,64,39,0.26,3,2,1,3
4,6,5,4,2,184,2,0.58,2,114,15,5,171,24,0.41,23,0,0,3
1,6,4,3,7,13,6,0.47,2,101,12,0,484,69,0.19,16,1,0,3
3,7,4,6,6,14,6,0.39,0,38,9,2,446,55,0.23,9,5,1,3
3,4,1,6,1,252,2,0.74,3,71,5,6,205,35,0.2,16,5,1,3
4,2,0,4,5,238,2,0.83,3,168,7,4,191,63,0.46,15,4,0,3
2,2,1,0,4,18,4,0.62,2,151,5,2,186,11,0.19,16,0,1,3
1,3,5,3,7,120,0,0.43,2,109,6,0,345,31,0.14,19,5,0,3
4,1,1,1,7,11,6,0.68,2,49,8,6,121,81,0.09,16,1,0,3
1,7,5,2,7,238,2,0.91,3,25,4,0,99,96,0.3,20,4,0,3
2,1,4,6,3,287,2,0.23,0,33,7,0,66,79,0.11,17,5,1,3
4,2,1,5,6,48,5,0.3,0,82,30,6,49,54,0.14,14,2,0,3
5,4,3,5,5,235,2,0.29,0,142,15,0,165,47,0.17,1,0,0,3
3,1,5,6,2,52,5,0.52,2,129,13,3,19,78,0.1,2,3,0,3
1,1,5,3,5,206,2,0.52,2,0,0,0,54,40,0.37,2,1,0,3
5,7,3,0,0,283,2,0.24,0,185,16,4,47,65,0.22,13,5,0,3
5,3,0,2,2,173,0,0.46,2,131,5,3,305,25,0.44,20,5,0,3
0,7,2,5,0,109,3,0.6,2,188,2,4,113,94,0.05,23,2,0,3
1,0,0,3,1,128,0,0.45,2,191,7,6,9,91,0.52,13,5,1,3
1,6,1,3,1,132,0,0.33,0,61,3,5,477,88,0.13,20,5,1,3
2,5,2,4,7,285,2,0.73,3,98,29,4,233,21,0.09,1,4,0,3
4,2,1,3,2,230,2,0.42,2,189,25,4,319,10,0.34,22,5,0,3
0,1,5,1,5,291,2,0.53,2,187,6,3,398,81,0.36,14,1,1,3
1,7,3,1,0,243,2,0.34,0,68,28,3,180,57,0.22,20,3,1,3
1,3,1,3,8,162,0,0.36,0,156,10,5,226,24,0.5,19,0,0,3
0,3,4,4,6,57,5,0.34,0,149,6,4,159,51,0.3,17,1,0,3
0,4,4,3,1,69,3,0.68,2,138,3,4,365,15,0.37,22,1,1,3
2,0,2,4,4,145,0,0.31,0,136,25,1,178,94,0.08,11,4,0,3
3,7,0,6,0,46,5,0.65,2,51,7,2,204,46,0.35,8,5,0,3
5,4,0,6,7,112,3,0.67,2,34,16,1,364,92,0.22,8,3,1,3
0,0,5,2,1,22,4,0.52,2,95,26,3,466,26,0.14,5,2,1,3
3,7,0,2,4,7,6,0.35,0,137,12,4,208,37,0.5,21,5,1,3
0,1,2,3,1,19,4,0.53,2,20,6,3,49,61,0.1,22,0,0,3
5,2,0,6,8,111,3,0.34,0,191,19,6,481,3,0.35,19,5,1,3
3,2,0,5,8,195,2,0.1,1,70,17,4,112,17,0.08,14,3,0,3
1,3,5,5,6,140,0,0.78,3,131,29,6,64,80,0.26,12,5,1,3
1,2,2,6,8,259,2,0.49,2,5,1,6,65,56,0.07,16,2,0,3
0,1,5,5,5,262,2,0.34,0,32,16,6,6,92,0.27,2,1,0,3
2,7,0,4,6,121,0,0.38,0,186,10,3,192,83,0.06,21,1,1,3
1,6,5,1,3,34,5,0.18,1,180,11,3,189,94,0.4,22,0,1,3
2,5,2,1,0,154,0,0.56,2,101,23,4,170,43,0.03,0,4,0,3
0,7,1,2,6,68,3,0.3,0,66,8,2,485,21,0.28,0,1,1,3
0,5,5,0,2,2,1,0.51,2,80,29,4,316,11,0.1,18,2,1,3
4,1,4,2,7,61,3,0.6,2,96,5,3,156,15,0.39,20,5,0,3
5,5,0,0,3,166,0,0.73,3,108,10,6,292,77,0.11,15,5,1,3
4,5,1,0,7,173,0,0.62,2,156,20,2,453,22,0.53,9,3,0,3
2,5,3,6,2,202,2,0.83,3,61,1,2,389,47,0.3,21,5,1,3
5,3,3,2,3,5,6,0.71,3,106,2,4,159,99,0.22,12,5,0,3
1,1,4,0,2,104,3,0.67,2,91,26,4,262,40,0.35,14,1,0,3
3,2,0,6,8,120,0,0.66,2,197,9,0,438,65,0.22,1,4,1,3
0,1,0,1,5,117,3,0.49,2,93,1,5,224,0,0.14,6,5,1,3
4,2,2,4,7,7,6,0.5,2,1,0,1,450,86,0.17,19,1,0,3
2,2,0,0,5,113,3,0.67,2,34,17,4,122,86,0.33,3,5,1,3
1,0,3,4,0,46,5,0.34,0,179,22,4,334,70,0.37,14,2,0,3
0,7,1,3,3,186,2,0.3,0,103,18,2,284,65,0.3,4,2,0,3
0,2,0,4,5,40,5,0.77,3,17,10,1,371,92,0.2,5,1,0,3
4,2,1,4,7,75,3,0.74,3,147,3,6,388,11,0.16,10,3,1,3
0,6,3,0,2,68,3,0.3,0,131,2,4,144,43,0.16,19,3,1,3
0,0,0,2,2,275,2,0.54,2,6,4,3,187,82,0.1,18,5,0,3
2,2,4,5,6,65,3,0.45,2,36,2,4,38,97,0.47,0,1,1,3
1,3,3,3,8,255,2,0.56,2,126,2,5,307,58,0.22,12,3,0,3
3,4,0,1,1,139,0,0.29,0,92,3,2,6,50,0.36,20,2,0,3
1,4,1,5,5,208,2,0.17,1,75,22,0,150,66,0.34,0,0,0,3
5,2,3,0,0,135,0,0.39,0,106,24,2,39,67,0.13,11,5,1,3
1,7,1,3,6,143,0,0.52,2,113,23,6,191,31,0.44,1,4,0,3
4,1,0,3,0,251,2,0.35,0,196,9,2,239,94,0.17,10,4,1,3
0,2,5,0,4,237,2,0.6,2,106,9,5,44,82,0.15,14,3,1,3
1,4,1,5,5,44,5,0.75,3,53,28,4,313,11,0.31,4,1,1,3
3,3,5,6,6,159,0,0.58,2,119,7,6,225,61,0.7,18,3,1,3
3,0,5,6,7,29,4,0.43,2,74,25,0,1,78,0.49,1,4,1,3
2,6,1,4,6,23,4,0.38,0,24,6,1,53,68,0.53,23,3,1,3
4,2,4,6,4,25,4,0.56,2,102,5,3,391,2,0.07,20,1,0,3
1,2,3,2,6,244,2,0.36,0,11,5,3,318,53,0.26,21,2,1,3
3,1,2,5,7,51,5,0.16,1,25,14,5,33,100,0.03,15,5,1,3
2,4,2,2,4,147,0,0.46,2,65,15,1,141,59,0.1,1,4,0,3
2,1,4,5,5,103,3,0.54,2,124,23,4,298,13,0.53,1,4,0,3
2,2,2,3,4,289,2,0.79,3,18,1,1,370,99,0.33,15,3,1,3
2,3,2,5,7,243,2,0.56,2,79,27,0,80,86,0.2,5,3,0,3
1,0,5,1,5,294,2,0.81,3,68,12,2,474,9,0.17,23,4,0,3
3,6,5,2,0,222,2,0.7,3,191,14,1,363,64,0.34,6,5,0,3
5,3,4,5,5,131,0,0.53,2,21,12,3,114,98,0.17,8,4,1,3
1,1,5,4,6,100,3,0.42,2,67,9,4,179,6,0.16,2,3,0,3
5,2,3,5,7,138,0,0.41,2,10,9,5,425,50,0.32,15,1,0,3
5,2,2,5,3,74,3,0.57,2,43,30,4,348,29,0.32,15,2,0,3
2,6,0,5,3,284,2,0.71,3,9,5,4,299,61,0.26,20,2,1,3
2,5,1,6,0,132,0,0.57,2,6,4,4,111,74,0.27,2,0,0,3
1,7,5,0,3,258,2,0.55,2,164,13,5,222,35,0.29,8,4,1,3
5,1,2,4,2,23,4,0.72,3,78,5,3,308,93,0.49,3,2,0,3
3,7,5,1,0,69,3,0.27,0,74,21,6,324,86,0.04,17,4,1,3
5,6,4,4,4,274,2,0.59,2,12,2,0,51,31,0.4,9,5,1,3
4,3,4,2,1,87,3,0.25,0,94,27,1,470,48,0.08,5,0,0,3
0,0,0,2,1,201,2,0.65,2,175,18,4,241,60,0.15,16,1,0,3
5,5,0,6,7,255,2,0.67,2,89,21,0,47,100,0.43,9,3,1,3
4,1,2,4,7,210,2,0.14,1,176,16,1,354,60,0.36,17,2,0,3
5,0,5,0,7,46,5,0.43,2,2,2,6,474,35,0.45,21,3,0,3
2,0,5,0,1,132,0,0.28,0,48,17,1,352,71,0.12,0,0,0,3
2,3,0,6,0,250,2,0.47,2,150,22,3,267,98,0.18,22,4,0,3
3,1,5,6,0,63,3,0.33,0,59,30,4,8,7,0.38,6,4,1,3
3,2,1,4,8,90,3,0.45,2,200,14,2,10,73,0.35,23,1,1,3
1,6,1,5,2,226,2,0.35,0,1,1,3,183,65,0.4,9,1,1,3
5,1,5,5,4,107,3,0.35,0,127,4,3,50,12,0.23,21,4,0,3
2,2,3,5,0,123,0,0.87,3,130,30,5,305,52,0.18,5,2,0,3
0,2,0,6,2,159,0,0.32,0,182,17,3,497,7,0.41,14,1,1,3
4,3,5,3,8,278,2,0.64,2,26,12,4,492,33,0.31,2,3,0,3
5,7,1,0,3,191,2,0.58,2,3,3,3,395,87,0.16,15,1,0,3
5,6,3,4,3,220,2,0.61,2,182,18,6,364,60,0.17,22,1,0,3
2,0,1,0,1,50,5,0.46,2,36,28,4,434,39,0.15,8,1,1,3
2,2,3,2,4,262,2,0.8,3,177,14,3,290,79,0.2,22,1,1,3
3,4,5,4,6,84,3,0.56,2,113,18,0,45,56,0.15,16,4,0,3
5,4,2,4,0,96,3,0.2,0,111,18,4,444,42,0.21,21,5,0,3
3,5,1,0,3,128,0,0.41,2,11,8,4,84,51,0.15,10,3,1,3
5,6,5,3,7,269,2,0.62,2,68,0,6,412,26,0.43,3,1,0,3
3,6,2,4,2,234,2,0.72,3,85,29,0,381,96,0.24,14,0,0,3
1,5,3,5,4,216,2,0.49,2,3,1,1,479,73,0.36,1,3,1,3
1,5,5,1,4,78,3,0.31,0,165,1,6,24,62,0.19,22,4,0,3
4,6,4,1,6,298,2,0.68,2,134,7,4,427,45,0.28,9,4,1,3
1,1,4,0,7,29,4,0.72,3,153,2,0,400,24,0.1,11,1,1,3
2,5,5,3,3,30,5,0.56,2,70,27,3,308,52,0.06,5,4,0,3
0,2,5,3,2,291,2,0.41,2,139,7,4,335,78,0.26,9,5,1,3
2,5,0,5,4,70,3,0.38,0,120,29,0,15,59,0.16,14,4,0,3
5,2,3,5,6,151,0,0.29,0,64,3,0,144,75,0.56,12,5,0,3
3,5,1,4,0,98,3,0.63,2,199,26,4,135,80,0.42,2,0,0,3
2,6,5,3,3,104,3,0.78,3,124,24,4,487,13,0.42,3,2,0,3
1,2,1,5,6,137,0,0.8,3,73,7,0,465,54,0.02,13,4,1,3
5,0,3,0,0,243,2,0.55,2,197,1,1,89,80,0.02,4,0,1,3
4,0,0,2,6,33,5,0.32,0,176,9,3,439,11,0.6,7,1,0,3
4,1,4,0,1,131,0,0.53,2,116,19,5,38,7,0.14,5,2,1,3
1,5,2,2,4,58,5,0.7,3,50,20,0,140,14,0.16,14,5,1,3
4,1,4,0,1,11,6,0.16,1,45,2,0,350,28,0.13,0,0,0,3
2,3,5,0,6,195,2,0.39,0,105,3,0,370,28,0.14,7,2,1,3
4,2,3,4,6,17,4,0.19,1,148,13,6,374,16,0.31,22,4,0,3
5,0,0,0,1,270,2,0.68,2,77,11,6,130,93,0.43,9,3,0,3
2,1,3,6,0,292,2,0.62,2,94,29,2,392,40,0.59,6,1,1,3
0,6,2,5,3,147,0,0.26,0,56,13,3,80,17,0.13,5,5,0,3
5,1,2,5,1,121,0,0.46,2,177,17,4,122,98,0.15,1,1,0,3
5,0,0,1,3,205,2,0.47,2,199,19,0,101,39,0.25,20,4,0,3
3,2,3,4,5,76,3,0.43,2,184,29,5,197,52,0.12,5,1,1,3
1,6,3,0,6,248,2,0.58,2,72,5,1,236,65,0.47,4,2,1,3
5,2,5,3,6,143,0,0.01,1,52,17,1,33,94,0.5,20,1,1,3
4,5,0,1,5,111,3,0.3,0,0,0,0,375,33,0.39,18,4,0,3
4,3,0,6,5,197,2,0.55,2,2,1,3,182,70,0.47,17,4,0,3
2,7,0,5,7,262,2,0.38,0,114,1,4,387,41,0.17,21,3,0,3
4,5,1,5,6,116,3,0.61,2,39,0,6,195,48,0.1,19,4,0,3
2,1,5,5,0,205,2,0.59,2,126,6,5,113,12,0.21,5,0,1,3
0,6,3,4,3,4,1,0.42,2,30,24,5,392,92,0.21,13,1,0,3
4,3,0,2,3,299,2,0.53,2,162,16,0,231,57,0.05,8,2,1,3
2,7,1,3,2,245,2,0.43,2,27,13,1,313,8,0.22,12,3,1,3
1,2,3,5,0,61,3,0.55,2,54,25,0,82,36,0.38,20,5,0,3
0,2,5,4,6,207,2,0.7,3,63,2,2,218,84,0.12,3,3,0,3
2,3,2,6,1,63,3,0.58,2,105,16,6,447,48,0.16,23,4,1,3
4,3,2,5,5,237,2,0.4,2,0,0,1,449,26,0.09,22,3,0,3
5,6,5,2,0,78,3,0.58,2,149,20,2,395,16,0.4,0,2,1,3
1,6,1,0,3,171,0,0.57,2,119,24,2,280,51,0.22,6,2,0,3
1,7,4,4,5,212,2,0.48,2,189,23,4,243,94,0.53,8,0,0,3
3,3,1,5,8,123,0,0.28,0,63,14,4,12,25,0.33,9,5,1,3
5,2,3,3,1,194,2,0.68,2,69,26,6,412,77,0.11,10,5,1,3
3,6,1,3,0,41,5,0.87,3,30,1,6,382,6,0.46,22,4,1,3
1,6,1,3,3,118,3,0.39,0,47,27,0,51,74,0.58,6,1,1,3
4,1,1,3,1,45,5,0.37,0,38,22,1,241,10,0.14,2,3,0,3
5,2,2,6,8,72,3,0.14,1,86,10,0,331,10,0.27,5,4,1,3
1,6,4,5,8,204,2,0.45,2,43,28,6,196,13,0.16,13,1,0,3
5,3,2,1,6,40,5,0.31,0,7,1,3,97,64,0.16,2,1,1,3
5,0,3,2,7,210,2,0.69,2,167,7,3,401,74,0.42,17,1,0,3
1,4,2,6,0,145,0,0.53,2,188,28,4,247,34,0.07,11,0,1,3
0,1,3,0,5,202,2,0.37,0,134,1,2,48,27,0.44,7,4,0,3
5,3,1,0,6,18,4,0.67,2,43,7,2,292,30,0.26,13,5,1,3
5,7,0,1,6,240,2,0.06,1,157,2,4,293,80,0.1,20,1,0,3
4,7,5,0,4,236,2,0.55,2,11,0,1,64,66,0.09,18,4,1,3
3,5,3,4,4,106,3,0.8,3,142,20,2,78,51,0.35,21,5,0,3
5,2,4,1,6,111,3,0.3,0,95,11,2,158,3,0.44,16,1,0,3
0,1,1,0,2,148,0,0.52,2,99,11,5,401,66,0.17,22,1,1,3
0,7,4,4,6,42,5,0.38,0,61,19,5,454,67,0.52,18,0,0,3
5,1,0,5,4,70,3,0.67,2,68,13,2,166,43,0.5,7,4,0,3
0,6,0,3,4,28,4,0.86,3,93,21,1,475,95,0.08,19,4,0,3
3,5,2,4,1,23,4,0.13,1,176,21,4,1,66,0.24,7,5,0,3
0,1,3,5,7,221,2,0.27,0,147,16,3,143,77,0.13,5,2,1,3
2,3,0,6,7,186,2,0.13,1,114,27,2,453,23,0.38,11,2,0,3
3,1,1,1,5,139,0,0.14,1,29,27,2,288,93,0.25,20,4,0,3
5,0,0,5,8,255,2,0.43,2,90,12,6,458,25,0.24,3,3,1,3
4,7,4,2,6,157,0,0.67,2,193,25,6,385,86,0.19,10,0,1,3
1,4,0,6,4,209,2,0.45,2,43,8,2,494,21,0.22,10,3,0,3
1,1,2,5,4,284,2,0.29,0,174,18,4,150,15,0.24,18,4,0,3
1,6,2,4,1,137,0,0.36,0,132,7,4,178,5,0.13,2,4,0,3
5,0,4,3,0,277,2,0.45,2,172,25,4,22,67,0.1,18,2,0,3
5,5,1,3,2,127,0,0.48,2,182,24,5,473,1,0.42,3,5,0,3
4,6,4,1,0,142,0,0.45,2,147,17,0,408,19,0.23,13,3,0,3
1,4,1,2,4,60,3,0.57,2,143,27,5,178,9,0.2,21,5,0,3
1,4,4,1,5,123,0,0.5,2,63,7,3,410,84,0.19,11,2,0,3
2,7,3,0,5,214,2,0.29,0,188,4,1,216,28,0.18,23,3,0,3
2,6,3,5,6,66,3,0.27,0,13,10,5,330,71,0.45,15,0,1,3
2,5,0,5,7,175,0,0.5,2,111,1,3,154,12,0.24,0,2,1,3
4,0,4,3,1,161,0,0.33,0,43,6,0,157,69,0.17,21,1,0,3
5,4,5,1,1,136,0,0.28,0,70,22,1,482,67,0.12,0,1,0,3
5,2,2,0,5,207,2,0.5,2,173,16,5,397,86,0.41,17,1,1,3
4,1,1,5,0,195,2,0.26,0,171,9,6,102,28,0.04,10,0,0,3
3,0,1,2,6,183,2,0.0,1,64,2,5,208,12,0.15,4,5,1,3
5,2,1,3,7,198,2,0.78,3,193,12,4,53,8,0.06,21,0,1,3
3,2,4,5,3,198,2,0.5,2,106,25,0,211,46,0.18,21,0,1,3
1,0,3,3,6,150,0,0.51,2,115,1,0,258,93,0.59,16,4,1,3
3,3,4,3,3,134,0,0.34,0,144,11,6,248,48,0.5,0,5,0,3
4,4,5,4,3,209,2,0.4,2,86,22,5,328,75,0.21,6,0,0,3
1,7,2,6,1,220,2,0.59,2,99,16,4,130,91,0.19,17,4,1,3
0,6,5,4,1,136,0,0.3,0,24,4,2,394,56,0.25,7,5,0,3
4,1,4,1,3,54,5,0.46,2,89,28,5,219,45,0.61,12,5,0,3
0,2,4,3,5,250,2,0.54,2,9,9,6,378,27,0.4,8,5,0,3
0,0,3,0,8,112,3,0.05,1,89,17,2,334,32,0.2,8,0,0,3
0,2,4,2,0,205,2,0.75,3,67,17,0,10,29,0.45,15,3,1,3
3,5,0,4,3,257,2,0.51,2,182,15,1,266,28,0.1,23,5,1,3
2,4,2,5,1,26,4,0.37,0,37,17,0,275,84,0.09,11,5,0,3
1,7,5,3,3,179,0,0.38,0,171,20,2,467,8,0.17,7,0,1,3
5,0,4,4,8,300,2,0.46,2,11,5,6,407,38,0.46,9,4,1,3
2,3,5,6,3,265,2,0.37,0,58,24,3,256,40,0.15,19,1,0,3
4,4,1,6,2,72,3,0.62,2,12,10,5,465,37,0.23,14,1,0,3
2,2,5,2,1,33,5,0.39,0,144,26,1,211,6,0.5,14,1,1,3
4,6,4,5,2,17,4,0.6,2,34,10,3,411,46,0.31,22,3,1,3
3,6,4,1,2,55,5,0.78,3,153,8,6,221,16,0.4,19,3,1,3
1,5,2,1,8,77,3,0.68,2,200,4,0,198,5,0.13,8,4,0,3
4,6,4,2,5,29,4,0.59,2,82,18,4,397,89,0.07,17,0,0,3
5,3,3,3,5,49,5,0.68,2,100,9,1,493,53,0.17,15,5,1,3
4,3,4,0,5,7,6,0.55,2,104,14,0,276,58,0.12,23,1,0,3
0,6,2,4,5,240,2,0.21,0,39,0,2,211,2,0.02,13,5,0,3
0,6,4,4,5,297,2,0.43,2,125,10,3,277,67,0.19,4,0,1,3
0,4,3,4,2,18,4,0.7,3,93,10,6,236,33,0.27,14,4,0,3
4,7,1,5,2,252,2,0.2,0,187,16,0,31,10,0.25,22,2,0,3
2,1,2,4,1,221,2,0.57,2,191,17,0,393,87,0.14,13,4,0,3
2,2,0,5,4,77,3,0.51,2,199,22,4,304,94,0.07,7,5,1,3
0,3,2,1,8,96,3,0.99,3,185,18,1,410,95,0.14,20,4,0,3
2,0,2,5,6,49,5,0.41,2,170,5,4,200,39,0.73,14,5,0,3
3,5,3,0,6,96,3,0.57,2,132,13,5,159,62,0.46,6,4,0,3
3,0,0,3,7,200,2,0.46,2,113,13,0,194,85,0.5,7,4,0,3
3,1,4,4,5,203,2,0.6,2,126,26,3,6,34,0.34,0,3,1,3
0,6,5,4,7,3,1,0.71,3,155,1,1,222,98,0.21,2,1,0,3
0,1,3,6,6,236,2,0.6,2,166,2,1,198,83,0.2,19,2,1,3
2,1,2,1,0,267,2,0.35,0,65,3,0,409,72,0.09,20,0,1,3
4,2,1,4,1,197,2,0.61,2,63,27,5,249,84,0.71,15,0,1,3
5,7,4,3,6,67,3,0.25,0,26,26,3,404,36,0.54,21,1,0,3
3,4,1,0,3,91,3,0.79,3,78,22,2,315,55,0.25,17,0,0,3
5,3,5,6,4,83,3,0.64,2,78,7,6,42,100,0.37,19,0,1,3
0,6,1,5,6,209,2,0.85,3,165,23,3,346,14,0.1,14,0,0,3
